"","study_id","author","title","pub_year","journal","citation","pub_type","design_other","country","region","setting","program","objective","iecriteria","intervention","comparator","study_comments","studyn","effect","kp_msm","kp_pwid","kp_pregwomen","kp_tb","kp_infants","kp_children","kp_orphans","kp_street","kp_adolescents","kp_csw","kp_disabled","kp_prisoners","kp_migrants","kp_comments","sufa_id","study_complete","exclude","exclude_reason","pmtct","study_design_number","study_design","proc_id","initials","cas_testing","cas_linkage","cas_staging","cas_initiation","cas_retonelig","cas_retonart","cas_adherence","cas_comments","behav_target","behav_mediator","behav_target_desc","imp_target","imp_target_c","imp_target_o","imp_target_m","imp_target_comment","imp_action","imp_action_desc","imp_actor","imp_dose","imp_temporality","imp_measure","imp_meas_feasible","imp_meas_accept","imp_meas_adopt","imp_meas_fidelity","imp_meas_cost","imp_meas_sustain","imp_meas_comment","imp_outcome","imp_outcome_c","imp_outcome_o","imp_outcome_m","imp_outcome_b","imp_outcome_comment","intervention_name","interv_name_text","proc_complete","behav_level_number","behav_level","intervention_type_number","intervention_type"
"67",412,"Nglazi","An incentivized HIV counseling and testing program targeting hard-to-reach unemployed men in Cape Town, South Africa",2012,"JAIDS","Nglazi MD, van Schaik N, Kranzer K, Lawn SD, Wood R, Bekker LG. An incentivized HIV counseling and testing program targeting hard-to-reach unemployed men in Cape Town, South Africa. J Acquir Immune Defic Syndr. Mar 1 2012;59(3):e28-34.","journal",NA,"South Africa",NA,"health system",NA,"assessed the effectiveness of incentivized mobile HCT in reaching unemployed men in Cape Town, South Africa.",NA,"incentivized mobile HCT","clinic-based stationary and non-incentivized and incentivized mobile services.",NA,9416,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,195,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",413,"Nhurod","ACCESS TO HIV TESTING FOR SEX WORKERS IN BANGKOK, THAILAND: A HIGH PREVALENCE OF HIV AMONG STREET-BASED SEX WORKERS",2010,"SOUTHEAST ASIAN J TROP MED PUBLIC HEALTH",NA,"journal",NA,"Thailand",NA,NA,NA,"compare STI clinic based HIV testing to mobile testing",NA,"mobile testing","STI clinic-based testing",NA,172,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,190,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",414,"Odafe","The pattern of attrition from an antiretroviral treatment program in Nigeria.",2012,"PLoS One","Odafe S, Torpey K, Khamofu H, et al. The pattern of attrition from an antiretroviral treatment program in Nigeria. PLoS One. 2012;7(12):e51254.","journal",NA,"Nigeria",NA,"Secondary (medical officers, nurses, laboratory scientists, pharmacists and community heath officers) and tertiary hospitals (medical specialists) in Nigeria where majority of ART initiation occurs","public sector in Nigeria","compared the rates of attrition from care in tertiary and secondary health facilities in adults and children and examined effects of antiretroviral drugs (ARVs) and other clinical factors on attrition.","HIV infected adults and children, eligible for antiretrovirals by Nigeria national recommendations, adapted from WHO recommendations","ART initiated and maintained at health centre, by clinical officers. Medical assistants and nurses could prescribe after 2007","ART initiated andmaintained at hospital by clinical officer,medical assistants, nurses",NA,6408,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,64,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",415,"Patten","Impact on ART initiation of point-of-care CD4 testing at HIV diagnosis among HIV-positive youth in Khayelitsha",2013,"JIAS","Patten GE, Wilkinson L, Conradie K, Isaakidis P, Harries AD, Edginton ME, et al. Impact on ART initiation of point-of-care CD4 testing at HIV diagnosis among HIV-positive youth in Khayelitsha, South Africa. J Int AIDS Soc. 2013;16:18518.","journal",NA,"South Africa",NA,"youth clinic","MSF","assess whether POC CD4 testing among youth results in reduction in attrition between HIV testing, assessment for eligibility and ART initiation.","youth testing HIV+","POC CD4","standard of care (same day blood draw and results pick up)",NA,576,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,"median age (IQR): 22 (20-24)",253,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",416,"Pearson","Randomized Control Trial of Peer-Delivered, Modified Directly Observed Therapy for HAART in Mozambique",2007,"JAIDS","Pearson CR, Micek MA, Simoni JM, et al. Randomized control trial of peer-delivered, modifi ed directly observed therapy for HAART in Mozambique. J Acquir Immune Defic Syndr 2007; 46: 238–44.","journal",NA,"Mozambique",NA,"HIV care clinic in the Beira Central Hospital, a large-volume public institution providing free specialized HIV care and antiretroviral medications",NA,"To assess the efficacy of a peer-delivered intervention to promote short-term (6-month) and long-term (12-month) adherence to HAART in a Mozambican clinic population.","adults >18 initiating HAART who lived near the clinic and were free of severe mental illness,  dementia or 'physical impairment'","6 weeks of 'modified Directly Observed Therapy' (mDOT), consisting of daily DOT of weekday morning doses administered by a trained peer.  Developed based on Informational, Motivation and Behavioral Skills framework","Standard of care (including peer counseling at clinic visits at week 2, 4, and 6 and monthly thereafter)",NA,350,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,32,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",417,"Peltzer","Efficacy of a lay health worker led group antiretroviral medication adherence training among non-adherent HIV-positive patients in KwaZulu-Natal, South Africa: Results from a randomized trial",2012,"SAHARA J","Karl Peltzer , Shandir Ramlagan , Deborah Jones , Stephen M. Weiss , Henry Fomundam & Lucia Chanetsa. Efficacy of a lay health worker led group antiretroviral medication adherence training among non-adherent HIV-positive patients in KwaZulu-Natal, South A","journal",NA,"South Africa",NA,"Clinic","Government-run clinic","To evaluate addition of group adherence intervention to standard adherence counseling among ART patients with poor adherence.","Adults (>18) on ART for 6-24 months who missed at least one donse in past month","Medication adherence intervention (MAI) condition: led by a trained lay health worker and adherence counsellor, participants received three monthly 1 h sessions of medication information combined with problem-solving skills in an experiential/interactive","Practitioner medical directive (standard of care): participants individually attend monthly one visit to review their health status with their medical practitioner (20 min, standard of care).",NA,152,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,248,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",418,"Pfeiffer","Integration of HIV/AIDS services into African primary health care: lessons learned for health system strengthening in Mozambique - a case study",2010,"JIAS",NA,"journal",NA,"Mozambique; Manica and Sofala,",NA,"Country wide","MOH integration process, as supported by a Usbased NGO, Health Alliance International,","Evaluate the effect of integration HIV care into primary care on health care delivery processes and health outcomes","None","Integration of services; Intervention: decentralisation and integration of HIV-related programmes into primary health care services:","Vertical",NA,80000,NA,0,0,1,1,NA,0,0,0,0,0,0,0,0,"some of these populations are probably present but not specified",33,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",419,"Pienaar","Models of Care for Antiretroviral Service Delivery",2006,"University of Cape Town (Research report)","Pienaar D, Myer L, Cleary S, et al. Models of Care for Antiretroviral Service Delivery. Cape Town: University of Cape Town, 2006.","journal",NA,"South Africa",NA,"Five different clinical settings for ART delivery: three community-based models (doctor-led primary-care clinic, nurse-led primary-care clinic, integrated primary care clinic); and two hospital-based models (rural district hospital, hospital-based special",NA,"To assess the major featues of current apporaches to the provision of ART in the Western Cape from the perspectives of health systems, health care providers and patients.  Issues explored included access to care, level of care, adherence models, staff rol","5 established clinics chosen to represent diverse clinical care settings in South Africa.  120 patient interviews, 4-8 provider interviews conducted at each site.  Counselors kept diaries at three sites.  Participant observation at all sites.","Five different models of ART delivery: three community-based models (doctor-led primary-care clinic, nurse-led primary-care clinic, integrated primary care clinic); and two hospital-based models (rural district hospital, hospital-based specialist service)","comparison between models",NA,5,NA,0,0,0,1,NA,1,0,0,0,0,0,0,0,"TB and children only discussed operationally in the context of provider interviews regarding benefits and barriers to integration of TB and pediatric care into primary care sites",34,FALSE,FALSE,NA,FALSE,2,"Cross-sectional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",420,"Pop-Eleches","Mobile phone technologies improve adherence to antiretroviral treatment in a resource-limited setting: a randomized controlled trial of text message reminders",2011,"AIDS","Pop-Eleches C, Thirumurthy H, Habyarimana JP, et al. Mobile phone technologies improve adherence to antiretroviral treatment in a resource-limited setting: a randomized controlled trial of text message reminders. AIDS 2011; 25: 825–34.","journal",NA,"Kenya",NA,"government run rural health clinic in Nyanza Province hosting an academic-run HIV clinic","AMPATH","To evaluate the efficacy of short message service (SMS) reminders on adherence to ART among patients attending a rural clinic in Kenya.","adults (>18) who initiated ART within 3 months","Reciept of cell phone, MEMS container medication distribution, daily vs. weekly and short vs long medication reminder SMS messages","Reciept of cell phone, MEMS container medication distribution",NA,431,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,35,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",421,"Roux","Diary cards: Preliminary evaluation of an intervention tool for improving adherence to antiretroviral therapy and TB preventive therapy in people living with HIV/AIDS",2004,"University of the Western Cape (Masters Thesis)","Roux SM. Diary cards: preliminary evaluation of an intervention tool for improving adherence to antiretroviral therapy and TB preventive therapy in people living with HIV/AIDS. MPH thesis, University of the Western Cape, 2004.","journal",NA,"South Africa",NA,"Wellness clinic at a hospital serving mine workers","West Vaal Hospital","To compare adherence to isoniazid and/or ART among patients while taking standard self-iadministered therapy with the same individuals using diary cards to assist adherence","Mine workers (aged 18-65) employed by AngloGold Ashanti who were receiving ART and/or isoniazid prophylaxis (with at least 2 months of treatment remaining).  Temporary workers, those on leave or those on isoniazid for less than one month were excluded","Diary cards (introduced one month after enrollment visit) containing a list of doses perscribed and space to mark off doses after taken","Standard self-administered dosing","126 participants recruited, but 3 refused follow-up visit, 28 were lost to follow up, two went on leave and 8 discontinued treatment due to non-adherence.  As a result 85 were included in the study.  I report 85 as the N, because he element of time is not",85,NA,0,0,0,1,NA,0,0,0,0,0,0,0,NA,"Mine workers. Note, only 5 participants received INH.",36,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",422,"Sanne","Nurse versus doctor management of HIV-infected patients receiving antiretroviral therapy (CIPRA-SA): a randomised non-inferiority trial.",2010,"Lancet","Sanne I, Orrell C, Fox MP, Conradie F, Ive P, Zeinecker J, et al. Nurse versus doctor management of HIV-infected patients receiving antiretroviral therapy (CIPRA-SA): a randomised non-inferiority trial. Lancet. 2010; 376(9734): 33-40.","journal",NA,"South Africa",NA,"South African townships: Masiphumelele in Cape Town and Soweto in Johannesburg.","primary health-care sites","compared outcomes of nurse versus doctor management of doctor-initiated ART care for HIVinfected patients.","adults with HIV-1 infection who had received less than 6 weeks of ART, aged older than 16 years, with a CD4 cell count less than 350 cells per ?L or a previous AIDS-defi ning illness, and not in the fi rst trimester of pregnancy.","nurse management of doctor-initiated ART care for HIVinfected","doctor management of doctor-initiated ART care for HIVinfected patients",NA,812,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,37,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",423,"Sarna","Short- and long-term efficacy of modified directly observed antiretroviral treatment in Mombasa, Kenya: a randomized trial.",2008,"JAIDS","Sarna A, Luchters S, Geibel S, et al. Short- and long-term efficacy of modified directly observed antiretroviral treatment in Mombasa, Kenya: a randomized trial. J Acquir Immune Defic Syndr 2008; 48: 611–19.","journal",NA,"Kenya",NA,"3 outpatient HIV treatment clinics in Mombasa",NA,"To determine whether an m-DOT intervention would increase adherence to ART in adults during the first 24 weeks of ART","Adults (>18) eligible for ART (CD4 <200 or WHO state 3 or 4)","m-DOT - twice weekly clinic visits for nurse-administered directly observed therapy and 3-4 days of medication supply during first 24 weeks of ART.  CHWs traced and brought medications to those who missed visits. Travel reimbursement for m-DOT visits prov","Standard self-administered ART (clinic visits q4weeks)","pill count for 24 weeks was measured differently in intervention and control groups - intervention was combination of 6 different measurement points during m-DOT and control was single timepoint at 24 weeks.  Unclear how these can be compared",234,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,38,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",424,"Selke","Task-shifting of antiretroviral delivery from health care workers to persons living with HIV/AIDS: clinical outcomes of a community-based program in Kenya.",2010,"JAIDS","Selke HM, Kimaiyo S, Sidle JE, Vedanthan R, Tierney WM, Shen C, et al. Task-shifting of antiretroviral delivery from health care workers to persons living with HIV/AIDS: clinical outcomes of a community-based program in Kenya. J Acquir Immune Defic Syndr.","journal",NA,"Kenya",NA,"Rural Mosoriot HIV Clinic","AMPATH, NGO","To assess whether community-based care delivered by people living with HIV/AIDS (PLWAs) could replace clinic-based HIV care.","at least 18 years old, clinically stable on ART for a minimum of 3 months with no","monthly Personal Digital Assistant supported home assessments by PLWAs with clinic appointments every 3 months","of care monthly clinic visits.","Task shifting",208,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,39,FALSE,FALSE,NA,FALSE,8,"Cluster RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",425,"Sherr","Quality of HIV care provided by non-physician clinicians and physicians in Mozambique: a retrospective cohort study",2010,"AIDS","Sherr KH, Micek MA, Gimbel SO, et al. Quality of HIV care provided by non-physician clinicians and physicians in Mozambique: a retrospective cohort study. AIDS 2010; 24 (suppl 1): S59–66.","journal",NA,"Mozambique",NA,"2 public sector ambulatory HIV clinics",NA,"To compare HIV care quality provided by non-physician clinicians (NPC) and physicians.","consecutive adult (>15) patients initiating ART who saw local physicians or non-physician clinicians as their initial providers.  Patients initiating care fiwh expatriate clinicians were excluded.","Care with non-physician clinician","Care with physician","This is complex... I don't think I completely follow the adjusted analysis here, but it is clearly important as major confounding is possible in this obsevational study.  Patients initiating ART less than 180, 210 or 390 days from the administrative end o",5892,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,40,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",426,"Stinson","Initiation of highly active antiretroviral therapy among pregnant women in Cape Town, South Africa.",2012,"Trop Med Int Health","Stinson K, Boulle A, Coetzee D, Abrams EJ, Myer L. Initiation of highly active antiretroviral therapy among pregnant women in Cape Town, South Africa. Trop Med Int Health. 2010; 15(7): 825-32.","journal",NA,"South Africa",NA,"Cape Town","four primary care antenatal clinics in Cape Town","to describe HAARTcoverage in a cohort of eligible women accessing antenatal services",NA,"Proximal service: eligible women were referred to an ART clinic, which was on the same premises, but not in the same building","eligible women were referred to an ART clinic within 5km",NA,14987,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,41,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",49,1,NA,NA,NA,NA,NA,NA,NA,"PMTCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
"82",427,"Stubbs","Treatment partners and adherence to HAART in Central Mozambique.",2009,"AIDS Care","Stubbs BA, Micek MA, Pfeiffer JT, Montoya P, Gloyd S. Treatment partners and adherence to HAART in Central Mozambique. AIDS Care 2009; 21: 1412–19.","journal",NA,"Mozambique",NA,"outpatient hospital-based pharmacy in Beira (urban)",NA,"To evaluate the effect of treatment partner type (self-selected, community-based or none) on medication adherence","adult (>=15) patients initiating ART at the clinic of interest, who did not change ART regimens in the first 6 months of treatment and have between 6 and 21 consecutive months of pharmacy refill on record.  Cases were randomly sampled from those with high","Treatment supporter: self-selected (n=305) or community-based (n=121)","no treatment supporter (n=8)","Study design was to review subset of charts with high (>90%) and low (<90%) adherence and then determine the type of treatment partner used.  both missing charts and charts with no treatment partner data were excluded - likely that treatment partner data",434,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,"pregnant women >= 90% adherence: 17/18 (94.4%); non-pregnant women: 192/217 (88.5%)",42,FALSE,FALSE,NA,FALSE,3,"Case-control",48,1,0,0,0,0,0,0,1,NA,1,0,"adherence",1,0,0,1,"Motivation - encouragement to take meds. Opportunity also probably at play but not specified by authors.",0,"Encourage selection of treatment partner or have one assigned, but the process for how this is conducted is not specified enough to constitute a tangible set of actions",0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,1,"Medication pickup (behavior) was measured.",1,"treatment supporter",TRUE,2,"Individuals - patients","30;31",NA
"83",428,"Sweat","Community-based intervention to increase HIV testing and case detection in people aged 16-32 years in Tanzania, Zimbabwe, and Thailand (NIMH Project Accept, HPTN 043): a randomised study.",2011,"Lancet Infect Dis","Sweat M, Morin S, Celentano D, et al. Community-based intervention to increase HIV testing and case detection in people aged 16-32 years in Tanzania, Zimbabwe, and Thailand (NIMH Project Accept, HPTN 043): a randomised study. Lancet Infect Dis. Jul 2011;1","journal",NA,"Tanzania, Zimbabwe, Thailand",NA,"health system",NA,"the eff ect of mobile services on uptake of VCT for HIV infection and HIV case detection.",NA,"community-based VCT (CBVCT) plus access to SVCT","standard clinic-based VCT (SVCT)","ten communities in Tanzania, eight in Zimbabwe, and 14 in Thailand",57156,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,196,FALSE,FALSE,NA,FALSE,8,"Cluster RCT",47,1,1,0,0,0,0,0,0,NA,1,0,"seek testing",1,0,1,1,"Community stigma reduction (opportunity), increased community knowledge of status will change norms and generate demand (motivation)",1,"community mobilization, mobile testing, post-test support, details provided in separate manuscript.",1,0,0,0,0,0,0,0,0,0,"Implementation parameters of the intervention 'actions' were not reported here or cited elsewhere.  A manuscript describing cost is forthcoming.",0,0,0,0,0,"No measure of stigma or demand creation.",NA,"Community-based VCT",TRUE,1,"Individuals - community members","4;23;29",NA
"84",429,"Taiwo","Assessing the Viorologic and Adherence Benefits of Patient-Selected HIV Treatment Partners in a Resource-limited Setting",2010,"JAIDS","Taiwo BO, Idoko JA, Welty LJ, et al. Assessing the viorologic and adherence benefits of patient-selected HIV treatment partners in a resource-limited setting. J Acquir Immune Defic Syndr 2010; 54: 85–92.","journal",NA,"Nigeria",NA,"Urban teaching hospital (Jos, Nigeria)",NA,"To determine the efficacy of patient-selected treatment partners on virologic and adherence outcomes during first-line antiretroviral therapy.","ART-naive adults (>15), eligible for ART based on a clinical diagnosis of AIDS, CD4 cell count <350 with HIV-related symptoms, or CD4 <200. Willingness and ability to select a treatment partner were required. Excluded severe illness (e.g. advanced maligna","SOC + chose treatment partner who resided in same house or in close proximity.  Treatment partners attended adherence session at ART initiation and were asked to observe drug ingestion at least once daily.  No compensation for treatment partners, but were","standard of care (gropu adherence counseling at initiation with openly HIV-infected nurse, pharmacist counseling at each drug pick-up, intensive adherence retraining to identify individualized obstacles and practical tips for overcoming if viremic at 24 w","Follow-up RCT to Idoko 2007.  Of eligible 799 participants, only 499 were able and willing to provide a treatment partner if randomized to treatment partner arm (62%).",499,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,43,FALSE,FALSE,NA,FALSE,7,"Individual RCT",95,NA,0,0,0,0,0,0,1,NA,1,0,"Patient adherence?",1,0,1,1,NA,1,"Observe daily ingestion of ART, assist with reporting of SE, and remind re: drug pickup",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Patient-selected treatment partner-assisted therapy (TPA)",FALSE,2,"Individuals - patients","21","Home-based care"
"85",430,"Teasdale","Enhancing PMTCT programs through psychosocial support and empowerment of women: the Mothers2Mothers model of care.",2008,"South African Medical Journal",NA,"journal",NA,"South Africa",NA,"KZN","Pop Council","M2M programme is designed to enhance prevention of vertical transmission services in facilities through mentor mothers who educate and support pregnant women and new mothers LWHIV",NA,"M2M",NA,NA,236,NA,0,0,1,0,NA,1,0,0,0,0,0,0,0,NA,74,FALSE,FALSE,NA,FALSE,5,"Prospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",431,"Tirivayi","Clinic-Based Food Assistance is Associated with Increased Medication Adherence among HIV-Infected Adults on Long-Term Antiretroviral Therapy in Zambia",2012,"J AIDS Clin Res","Tirivayi N, Koethe JR, Groot W. Clinic-Based Food Assistance is Associated with Increased Medication Adherence among HIV-Infected Adults on Long-Term Antiretroviral Therapy in Zambia. J AIDS Clin Res. 2012;3(7):171. Epub 2012 Sep 24.","journal",NA,"Zambia",NA,"clinic",NA,"To evaluate the effect of food assistance on treatment outcomes","4 clinics that distributed food and 4 that did not, matched on number of active patients, duration of operation & historical survival at 12 and 18 months","Monthly food ration (corn, vegetable oil, peas and corn/soy flour) given to patients on ART who were sufficiently food insecrue and impovrished","patients with similar levels of food insecurity and poverty at clinics who did not provide food",NA,292,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,250,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",432,"Topp","Does provider-initiated counselling and testing (PITC) strengthen early diagnosis and treatment initiation? Results from an analysis of an urban cohort of HIV-positive patients in Lusaka, Zambia",2012,"JIAS","Topp SM, Li MS, Chipukuma JM, Chiko MM, Matongo E, Bolton-Moore C, et al. Does provider-initiated counselling and testing (PITC) strengthen early diagnosis and treatment initiation? Results from an analysis of an urban cohort of HIV-positive patients in L","journal",NA,"Zambia",NA,"Lusaka, urban","Public Sector HIV primray care clinics","to understand the relative utility of PITC services for identifying clients with early-stage HIV-related disease compared to VCT services (using CD4 count as a proxy for disease stage)","None","Intervention (PITC): PITC was offered routinely on an opt-out basis to all clients attending the OPD. PITC was located within the OPD and was part of the patient flow (no separate queuing).  PITC was offered by lay personnel and thus only available Mo-Fr","Control (VCT): Staffed by nurses whose primary responsibility lay elsewhere, but they provided VCT in a spare room in their free time. The service was available on an ad hoc basis. The majority of clients were self-initiated and counselling was conducted",NA,11969,NA,0,0,0,0,NA,1,0,0,1,0,0,0,0,"Not clear if the sample included some of these KPs - it is very well possible that they were included, but not a specific target of the analysis",44,FALSE,FALSE,NA,FALSE,2,"Cross-sectional",46,1,0,0,0,1,0,0,1,NA,1,0,"Initiation",1,0,1,0,"Reduction of external initiation barriers by integrating testing with treatment.",0,"Compares PITCT vs VCT, but no clear definable action is described.",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,NA,0,NA,TRUE,2,"Individuals - patients","19","Decentralization"
"88",434,"Torpey","Adherence Support Workers: A Way to Address Human Resource Constraints in Antiretroviral Treatment Programs in the Public Health Setting in Zambia",2008,"PLoS ONE","Torpey KE, Kabaso ME, Mutale LN, et al. Adherence support workers: a way to address human resource constraints in antiretroviral treatment programs in the public health setting in Zambia. PLoS One 2008; 3: e2204.","journal",NA,"Zambia",NA,"5 public health facilities across 3 provinces (selected baed on availability of electronic medical record)","Zambia Prevention, Care and Treatment Partnership (ZPCT) & Family Health International","To understand the effectiveness of lay Adherence Support Workers in in providing quality adherence counseling services, reducing loss to follow rates and reducing HCWs’ workload","Consecutive sampling of patients attending ART clinic who were >-18 and had initiated ART Jan 2006 or later (data collected in March 2007)","Patients enrolling in ART after 1 July 2007 for survey participants (time of implementation of Adherence Support Worker intervention).  For medical record cohort, patients enrolling in ART 12 months post- 1 July 2007)","Patients enrolling in ART from 1 Jan 2006 to 1 July 2007 (surveys); patients enrolling in ART 12 months pre- 1July2007 (medical record cohort)","3 different data sources: patient interviews of 500 patients attending clinic in March 2007, electronic record of pharmacy refills for 12 months pre and post intervention (loss to follow-up = 3 missed refills), focus group discussions with health care wor",500,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,46,FALSE,FALSE,NA,FALSE,1,"Before-and-after",44,1,0,0,0,0,0,1,0,NA,1,1,"Health care system - counseling provided by adherence support workers instead of health care workers.",1,1,1,0,"Provided trainings to ASWs - presumabely to improve capability.  No other implementation targets mentioned.  Also opportunity for HCWs because of decreased workload.",1,"Training for ASWs - specified in FHI training manual.",0,0,0,1,1,0,1,1,0,0,"This is tricky.  Authors don't report on the training itself.  They do, however, report on the quality of services delivered by the ASWs.",1,0,1,0,0,"Workload for HCWs is reported.",1,"Adherence support worker",TRUE,4,"Organizations","11;16",NA
